title,total_streams_mio,days_in_charts,days_in_top10,url,track_id,Unnamed: 0,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
I Love...,65.41,476,178,https://open.spotify.com/track/4pRqq3MwcqitKqNO8rOrOb,4pRqq3MwcqitKqNO8rOrOb,5819,Official HIGE DANdism,I Love...,I Love...,43,282026,False,0.54,0.706,9,-5.235,1,0.0543,0.0171,0.0,0.225,0.385,172.021,4,anime
感電,65.22,494,108,https://open.spotify.com/track/6H0PLsSYMzDOqhLgyOlzIj,6H0PLsSYMzDOqhLgyOlzIj,5519,Kenshi Yonezu,STRAY SHEEP,感電,66,264533,False,0.633,0.723,8,-5.733,0,0.143,0.107,0.0,0.0818,0.688,103.101,4,anime
High On Life (feat. Bonn),64.99,3022,1,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,4ut5G4rgB1ClpMTMfjoIuy,30315,Martin Garrix;Bonn,High On Life (feat. Bonn),High On Life (feat. Bonn),71,230761,False,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,4,edm
Fantasias - Remix,64.9,1730,0,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV,0A37XY67wSdGqkGjtfW6aV,68959,Rauw Alejandro;Anuel AA;Natti Natasha;Farruko;Lunay,Fantasias (Remix) [feat. Farruko & Lunay],Fantasias - Remix,67,267241,False,0.816,0.72,1,-4.454,1,0.0684,0.206,0.0,0.277,0.78,94.004,4,latino
Just You and I,64.6,1720,53,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,03x2rVJRFUrvwlfxoHd9Mo,34313,Tom Walker,What a Time To Be Alive,Just You and I,67,174982,False,0.567,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061,4,folk
In Case You Didn't Know,64.15,324,0,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,10M2Ex445zw585Ducldzkw,19307,Brett Young,Brett Young,In Case You Didn't Know,75,224853,False,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,4,country
Roses (with Juice WRLD feat. Brendon Urie),64.07,884,0,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,1KVczjazCcCCgM3gXXUl47,31675,benny blanco;Juice WRLD;Brendon Urie,FRIENDS KEEP SECRETS,Roses (with Juice WRLD feat. Brendon Urie),70,223542,True,0.612,0.601,8,-7.089,1,0.164,0.168,0.0,0.117,0.525,147.018,4,electro
Options,63.43,658,30,https://open.spotify.com/track/2cytBOLpwFRX7J9URCrFIe,2cytBOLpwFRX7J9URCrFIe,21455,NSG;Tion Wayne,Options,Options,59,240081,True,0.836,0.621,1,-4.685,0,0.0892,0.387,9.16e-05,0.104,0.762,101.995,4,dancehall
PROBLEMA,63.0,1500,0,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm,2dl5K2ScW7jYhAhuem06cm,68733,Daddy Yankee,PROBLEMA,PROBLEMA,68,184506,True,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,4,latino
Girls Like Us,62.14,1378,20,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN,5SFXOMJJ334Wn2PwBHeRZN,39170,Zoe Wees,Girls Like Us,Girls Like Us,68,189000,False,0.444,0.648,1,-4.955,1,0.0476,0.288,0.0,0.059,0.171,125.706,5,german
Una Nota,62.12,869,21,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA,7iqOIHHEmu6Vhw25GgQ2eA,89964,J Balvin;Sech,JOSE,Una Nota,71,170760,False,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,4,reggaeton
Get You The Moon (feat. Snøw),61.03,2787,0,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,4ZLzoOkj0MPWrTLvooIuaa,94001,Kina;Snøw,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),80,179080,False,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4,sad
Levitating,61.03,2486,0,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP,39LLxExYz6ewLAcYrzQQyP,20020,Dua Lipa,Future Nostalgia,Levitating,84,203807,False,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,dance
eight(Prod.&Feat. SUGA of BTS),60.81,2581,168,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,0pYacDCZuRhcrwGUA5nTBe,65258,IU;SUGA,eight,eight(Prod.&Feat. SUGA of BTS),73,167573,False,0.676,0.869,1,-1.573,1,0.0423,0.115,0.0,0.132,0.594,120.029,4,k-pop
Celoso,60.69,1847,35,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg,33zcmmElV1YbRZe57biUjg,67810,Lele Pons,Celoso,Celoso,67,179693,False,0.746,0.703,4,-4.179,0,0.107,0.352,0.0,0.331,0.667,166.043,4,latin
Piece Of Your Heart - Alok Remix,60.26,622,0,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,6iW38RGqdDGOofmz2HeXLW,30561,MEDUZA;Alok;Goodboys,Piece Of Your Heart (Alok Remix),Piece Of Your Heart - Alok Remix,75,166451,False,0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033,4,edm
Cooler Than Me,60.14,1368,0,https://open.spotify.com/track/525GY0mXYnxajolwgS8Eaz,525GY0mXYnxajolwgS8Eaz,31873,Lucky Luke,Cooler Than Me,Cooler Than Me,71,179760,True,0.889,0.716,7,-6.146,1,0.0708,0.0595,0.0409,0.168,0.296,128.022,4,electro
Lily,60.14,1408,168,https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN,0lks2Kt9veMOFEAPN0fsqN,31028,Alan Walker;K-391;Emelie Hollow,Different World,Lily,74,195840,False,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,4,electro
Cigarette Daydreams,60.09,309,0,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,2tznHmp70DxMyr2XhWLOW0,8001,Cage The Elephant,Melophobia,Cigarette Daydreams,79,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,blues
Stay Gold,60.07,1166,10,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ,3Ys2PYl1wyPKQIwyqhP9cQ,65384,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,Stay Gold,68,243266,False,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,4,k-pop
REMEDY,59.9,2067,5,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,6jreFSOTUAViWjKyzOC4Kg,53811,Alesso,REMEDY,REMEDY,67,190295,False,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,4,house
Elle est bonne sa mère,59.71,860,112,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J,7j56bK7gq6iV7zsD6lbP4J,36261,Vegedream;Ninho,Ategban,Elle est bonne sa mère,67,196880,True,0.787,0.741,4,-5.484,0,0.0592,0.329,1.88e-05,0.341,0.466,105.0,4,french
Beautiful,59.52,2595,0,https://open.spotify.com/track/6mzF8HvHdVrzJNd8M1uFCS,6mzF8HvHdVrzJNd8M1uFCS,65316,Crush,"Guardian (Original Television Soundtrack), Pt. 4",Beautiful,69,227583,False,0.416,0.41,10,-6.146,1,0.0292,0.843,0.0,0.107,0.219,110.252,4,k-pop
Still Don't Know My Name,59.26,1586,0,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,6N22FZs2ZhPBYi3b9XPajV,56010,Labrinth,Euphoria (Original Score from the HBO Series),Still Don't Know My Name,80,153294,False,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,1,indie-pop
Strawberries & Cigarettes,59.11,2266,0,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ,3afkJSKX0EAMsJXTZnDXXJ,20006,Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,82,201538,False,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,4,dance
Don't Say Goodbye (feat. Tove Lo),58.92,541,0,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,0GTPmh5G40joBg93vcSQNq,31918,Alok;Ilkay Sencan;Tove Lo,Don't Say Goodbye (feat. Tove Lo),Don't Say Goodbye (feat. Tove Lo),73,186700,False,0.698,0.719,0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,4,electro
Está Rico,58.39,1802,1,https://open.spotify.com/track/2wRkBumdItthjYP9XknImg,2wRkBumdItthjYP9XknImg,95300,Marc Anthony;Will Smith;Bad Bunny,Está Rico,Está Rico,66,215151,False,0.817,0.74,11,-4.566,0,0.283,0.266,0.0,0.0992,0.674,130.04,4,salsa
Make You Mine,58.31,1040,59,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,5iFwAOB2TFkPJk8sMlxP8g,57012,PUBLIC,Make You Mine,Make You Mine,77,232906,False,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,4,indie
Krvn,57.46,257,149,https://open.spotify.com/track/4a1WLOoydq7u011UG9jjC9,4a1WLOoydq7u011UG9jjC9,112005,UZI,Kan,Krvn,66,171880,True,0.966,0.582,8,-6.225,1,0.0837,0.138,1.92e-05,0.112,0.186,115.05,4,turkish
Dandelions,57.34,1174,72,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV,2eAvDnpXP5W0cVtiI0PUxV,81015,Ruth B.,Safe Haven,Dandelions,90,233720,False,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,3,pop
Maturidade (feat. Matheus & Kauan),57.23,458,0,https://open.spotify.com/track/3QkKCTSHnJlUag0GG9F1cN,3QkKCTSHnJlUag0GG9F1cN,35404,Avine Vinny;Matheus & Kauan,Maturidade (feat. Matheus & Kauan),Maturidade (feat. Matheus & Kauan),43,194240,False,0.604,0.726,7,-8.577,0,0.0494,0.476,0.0,0.905,0.782,148.007,4,forro
Spicy (feat. Post Malone),57.2,692,2,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP,5IUtvfNvOyVYZUa6AJFrnP,103203,Ty Dolla $ign;Post Malone,Featuring Ty Dolla $ign,Spicy (feat. Post Malone),74,143375,True,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,soul
Corazón (feat. Nego do Borel),57.16,2496,0,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu,5cepAtqnEQ6yVG6088zMMu,68764,Maluma;Nego do Borel,F.A.M.E.,Corazón (feat. Nego do Borel),69,184720,False,0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,4,latino
Meleğim,57.04,967,82,https://open.spotify.com/track/0BD9boQC7jUTWkAoib4Z0d,0BD9boQC7jUTWkAoib4Z0d,36564,Soolking;Dadju,Vintage,Meleğim,65,220280,False,0.682,0.697,3,-4.276,0,0.0757,0.188,0.0,0.334,0.57,95.012,4,french
Tired,56.97,3496,30,https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a,3b5Li4QKDVBx1x7fQuu54a,31671,Alan Walker;Gavin James,Tired,Tired,64,192111,False,0.69,0.876,2,-4.159,1,0.059,0.0428,0.0,0.147,0.493,123.994,4,electro
Iris,56.82,2302,0,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs,6Qyc6fS4DsZjB2mRW9DsQs,91900,The Goo Goo Dolls,Dizzy up the Girl,Iris,83,289533,False,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3,rock
"Rocket Man (I Think It's Going To Be A Long, Long Time)",56.38,2574,0,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY,3gdewACMIVMEWVbyb8O9sY,79076,Elton John,Honky Chateau,"Rocket Man (I Think It's Going To Be A Long, Long Time)",81,281613,False,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4,piano
君はロックを聴かない,56.28,1399,399,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM,59eluCMn0XbOWqeWQ91FTM,822,Aimyon,青春のエキサイトメント,君はロックを聴かない,64,246306,False,0.524,0.687,7,-4.039,1,0.0267,0.00135,0.0,0.169,0.619,99.919,4,acoustic
怎麼了,56.16,3656,682,https://open.spotify.com/track/5cU1O9P0EDA0rPkPDykhIm,5cU1O9P0EDA0rPkPDykhIm,70076,Eric Chou,終於了解自由 (Deluxe),怎麼了,62,321040,False,0.502,0.565,9,-7.779,1,0.0358,0.696,5.55e-05,0.156,0.253,139.926,4,mandopop
インフェルノ,56.07,867,0,https://open.spotify.com/track/2vOAHp8PBBFYqvQUWSoITY,2vOAHp8PBBFYqvQUWSoITY,5083,Mrs. GREEN APPLE,Attitude,インフェルノ,68,211600,False,0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,4,anime
By Your Side (feat. Tom Grennan),55.85,1495,1,https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV,0vR2rIVORmgeKiGIgNT0fV,53977,Calvin Harris;Tom Grennan,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),74,189671,False,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,4,house
A Thousand Years,55.56,5268,0,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,6lanRgr6wXibZr8KgzXxBl,20103,Christina Perri,A Thousand Years,A Thousand Years,81,285120,False,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,dance
Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,54.54,393,0,https://open.spotify.com/track/6NgwHmEgfQVIYQBq8QcWMi,6NgwHmEgfQVIYQBq8QcWMi,97728,Diego & Victor Hugo;Marília Mendonça,Do Copo Eu Vim (feat. Marília Mendonça) [Ao Vivo em Brasília],Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,45,144071,False,0.668,0.884,0,-3.239,1,0.0651,0.663,0.0,0.45,0.707,116.993,4,sertanejo
Someday,54.17,2029,0,https://open.spotify.com/track/56NkIxSZZiMpFP5ZNSxtnT,56NkIxSZZiMpFP5ZNSxtnT,38073,The Strokes,Is This It,Someday,70,183573,False,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,4,garage
Latest Trends,53.5,1216,52,https://open.spotify.com/track/7pnQ23WgZca9jEfMts9qsR,7pnQ23WgZca9jEfMts9qsR,15374,A1 x J1,Latest Trends,Latest Trends,71,158117,True,0.716,0.513,5,-10.159,0,0.223,0.085,0.0,0.12,0.8,141.894,4,chill
Film out,52.96,1074,46,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt,3UHPGOkUcE4hE7sqBF4Snt,65229,BTS,Film out,Film out,70,214620,False,0.499,0.709,10,-6.404,1,0.134,0.296,0.0,0.331,0.314,164.032,4,k-pop
Happier Than Ever - Edit,52.95,1194,0,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo,32BeYxKPrig1LefHsC0Xuo,31064,Billie Eilish,Happier Than Ever (Edit),Happier Than Ever - Edit,82,151444,True,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,3,electro
Juramento eterno de sal,52.85,528,0,https://open.spotify.com/track/23E53f3C9SJ9MqBh1f6hEw,23E53f3C9SJ9MqBh1f6hEw,104307,Álvaro De Luna,Juramento eterno de sal,Juramento eterno de sal,66,205546,False,0.631,0.594,2,-5.727,1,0.0581,0.0225,1.91e-06,0.351,0.716,129.991,4,spanish
Lighter (feat. KSI),52.82,694,66,https://open.spotify.com/track/5lWUeSYO61UYgNlFlqcwYl,5lWUeSYO61UYgNlFlqcwYl,53959,Nathan Dawe;KSI,Lighter (feat. KSI),Lighter (feat. KSI),65,182439,False,0.703,0.837,8,-3.606,1,0.0395,0.0214,4.45e-05,0.104,0.356,124.953,4,house
Lasting Lover,52.52,1449,0,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY,0DmAvNCAK08oCi7miSZUIY,30981,Sigala;James Arthur,Lasting Lover,Lasting Lover,72,218358,False,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983,4,edm
Good Without,52.44,1380,0,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5,15OCqNPYoLziEAsbVnqRj5,99521,Mimi Webb,Good Without,Good Without,69,182121,False,0.616,0.576,11,-5.495,0,0.0532,0.0723,0.0,0.375,0.269,89.962,4,singer-songwriter
YKWIM?,52.41,191,0,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH,2vWBUC9djv6BtiGlmKiQaH,56155,Yot Club,Bipolar,YKWIM?,84,212750,False,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,3,indie-pop
Hayloft,52.33,723,0,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq,2kS6td1yvmpNgZTt1q5pQq,57673,Mother Mother,O My Heart,Hayloft,78,181680,False,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4,indie
うっせぇわ,52.22,368,119,https://open.spotify.com/track/6EzZn96uOc9JsVGNRpx06n,6EzZn96uOc9JsVGNRpx06n,62261,Ado,うっせぇわ,うっせぇわ,68,204920,False,0.525,0.978,11,-1.072,0,0.0815,0.00485,0.0,0.06,0.577,178.069,4,j-pop
Still Be Friends (feat. Tory Lanez & Tyga),52.07,1014,0,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,0JjM9bKm4wrwohMslcm892,56453,G-Eazy;Tory Lanez;Tyga,Still Be Friends (feat. Tory Lanez & Tyga),Still Be Friends (feat. Tory Lanez & Tyga),68,213307,True,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,4,indie-pop
Soldadito marinero,52.05,1305,0,https://open.spotify.com/track/0eVborSuxUeSg0meWYd9dZ,0eVborSuxUeSg0meWYd9dZ,104183,Fito y Fitipaldis,Lo mas lejos a tu lado,Soldadito marinero,68,254373,False,0.718,0.431,2,-8.736,1,0.0314,0.132,0.000165,0.0686,0.324,139.618,4,spanish
Bom Rapaz (feat. Jorge & Mateus) - Ao Vivo,51.89,408,0,https://open.spotify.com/track/5Zha6IxtfsLjqLYndyWcER,5Zha6IxtfsLjqLYndyWcER,97074,Fernando & Sorocaba;Jorge & Mateus,Sou do Interior (Ao Vivo) [Deluxe],Bom Rapaz (feat. Jorge & Mateus) - Ao Vivo,53,234592,False,0.579,0.864,11,-3.778,1,0.0437,0.49,0.0,0.959,0.561,95.961,4,sertanejo
She Knows (feat. Amber Coffman & Cults),51.64,861,0,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW,0Fs9cdPDhptWEDJmiCbkEW,51761,J. Cole;Cults;Amber Coffman,Born Sinner (Deluxe Version),She Knows (feat. Amber Coffman & Cults),82,296520,True,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,4,hip-hop
Cola,50.91,1341,3,https://open.spotify.com/track/1HrMWH5GUdK6Yi94rbANJA,1HrMWH5GUdK6Yi94rbANJA,23050,CamelPhat;Elderbrook,Cola,Cola,72,223869,False,0.706,0.74,6,-7.904,1,0.0325,0.0245,0.512,0.135,0.444,122.007,3,deep-house
Run It Up (feat. Offset & Moneybagg Yo),50.9,321,0,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP,1dg3qy5DjoJodawfOCgrTP,87012,Lil Tjay;Offset;Moneybagg Yo,Destined 2 Win,Run It Up (feat. Offset & Moneybagg Yo),78,232048,True,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,4,r-n-b
+,50.65,1001,59,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA,5Cbo7oz78gqkzV3EAM63VA,104756,Aitana;Cali Y El Dandee,+,+,63,219367,False,0.561,0.666,8,-4.243,1,0.0322,0.106,0.0,0.123,0.675,160.019,4,spanish
KESI - Remix,50.51,1438,0,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy,0IqCoZ168iRc9LqfrYgpZy,88555,Camilo;Shawn Mendes,KESI (Remix),KESI - Remix,76,176575,False,0.871,0.815,4,-4.439,1,0.0477,0.127,6.18e-06,0.094,0.823,122.959,4,reggae
Espelho Meu - Ao Vivo,50.28,404,0,https://open.spotify.com/track/4mtHXZBOBMrZSI6jp3X9WJ,4mtHXZBOBMrZSI6jp3X9WJ,97738,Henrique & Diego,Henrique & Diego (Ao Vivo),Espelho Meu - Ao Vivo,45,161152,False,0.521,0.918,6,-3.414,0,0.0867,0.203,0.0,0.579,0.683,185.995,4,sertanejo
たぶん,50.24,728,0,https://open.spotify.com/track/398dL22bDbKbAmiOnPaq7o,398dL22bDbKbAmiOnPaq7o,62116,YOASOBI,THE BOOK,たぶん,68,256773,False,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,4,j-pop
Promiscuous,49.97,1534,0,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN,2gam98EZKrF9XuOkU13ApN,67701,Nelly Furtado;Timbaland,Loose,Promiscuous,82,242293,False,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4,latin
From Now On,49.52,1310,0,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,3IkWmgGsXbsafrunwPojXO,98071,Hugh Jackman;The Greatest Showman Ensemble,The Greatest Showman (Original Motion Picture Soundtrack),From Now On,71,349560,False,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,4,show-tunes
Wherever you are,49.12,1796,224,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ,0YAMQSmHk6BSUGTYpaoqTJ,33237,ONE OK ROCK,Niche Syndrome,Wherever you are,62,295600,False,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,4,emo
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,48.94,997,7,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,7h0d2h0fUmzbs7zeFigJPn,53851,Travis Scott;ROSALÍA;Lil Baby,JACKBOYS,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,68,244873,True,0.559,0.491,2,-6.406,0,0.0346,0.0567,0.0,0.0992,0.114,153.131,4,house
Revenge,48.93,903,0,https://open.spotify.com/track/5SFTZsHW3HdCp9f1zbzitS,5SFTZsHW3HdCp9f1zbzitS,33600,XXXTENTACION,Revenge,Revenge,57,120058,True,0.708,0.235,11,-16.156,0,0.318,0.772,0.00238,0.103,0.169,139.998,4,emo
Déjala Que Baile (with Alejandro Sanz & Arkano),48.87,750,0,https://open.spotify.com/track/2KK9N6iBAisA0booTu3bGd,2KK9N6iBAisA0booTu3bGd,104590,Melendi;Alejandro Sanz;Arkano,Ahora,Déjala Que Baile (with Alejandro Sanz & Arkano),64,219600,False,0.831,0.777,11,-4.456,0,0.174,0.356,0.0,0.0796,0.598,95.973,4,spanish
august,48.85,561,19,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,3hUxzQpSfdDqwM3ZTFQY0K,81556,Taylor Swift,folklore,august,86,261922,False,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4,pop
SEJODIOTO,48.77,732,10,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW,704LUEih663hiE3CnyUrFW,89972,KAROL G,SEJODIOTO,SEJODIOTO,79,181106,True,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,4,reggaeton
El Sol No Regresa,48.74,741,0,https://open.spotify.com/track/2awKQgW88iq9jFM54VaCAp,2awKQgW88iq9jFM54VaCAp,104779,La Quinta Estacion,Flores De Alquiler,El Sol No Regresa,75,228560,False,0.615,0.878,3,-4.056,1,0.035,0.052,1.16e-06,0.326,0.72,127.906,4,spanish
Lucky,48.49,2718,0,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6,2qLMf6TuEC3ruGJg4SMMN6,18,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things.,Lucky,68,189613,False,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,4,acoustic
We Will Rock You - Remastered 2011,48.42,2357,0,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,4pbJqGIASGPr0ZpGpnWkDn,91267,Queen,News Of The World (2011 Remaster),We Will Rock You - Remastered 2011,79,122066,False,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,4,rock
Então Toma - Ao Vivo,48.2,335,0,https://open.spotify.com/track/600Byp0tUwr2aDLm361rG1,600Byp0tUwr2aDLm361rG1,97258,Matheus & Kauan,Então Toma (Ao Vivo),Então Toma - Ao Vivo,50,161502,False,0.648,0.817,0,-7.449,1,0.103,0.546,0.0,0.41,0.765,145.887,4,sertanejo
Indios y Vaqueros,48.12,595,0,https://open.spotify.com/track/3u5GmyJP2MU3tEJgyiAG2T,3u5GmyJP2MU3tEJgyiAG2T,104533,Sinsinati;Álvaro De Luna,Indios y Vaqueros,Indios y Vaqueros,60,184000,False,0.606,0.797,8,-6.23,1,0.0702,0.0607,0.0,0.366,0.851,100.015,4,spanish
Can We Kiss Forever?,47.98,1572,0,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,58wyJLv6yH1La9NIZPl3ne,94021,Kina;Adriana Proenza,Can We Kiss Forever?,Can We Kiss Forever?,77,187931,False,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,sad
DEUTSCHLAND,47.98,2095,17,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0,2bPGTMB5sFfFYQ2YvSmup0,2961,Rammstein,Rammstein,Deutschland,77,322339,False,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4,alt-rock
Looking for Me,47.45,592,82,https://open.spotify.com/track/17bGtGqqaXOgVnhnfx5NlE,17bGtGqqaXOgVnhnfx5NlE,23350,Paul Woolford;Diplo;Kareen Lomax,Looking for Me,Looking for Me,63,211452,False,0.641,0.529,6,-11.536,1,0.0288,0.00441,0.000862,0.0809,0.449,121.027,4,deep-house
Call You Mine,47.21,2615,0,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp,2oejEp50ZzPuQTQ6v54Evp,20254,The Chainsmokers;Bebe Rexha,World War Joy,Call You Mine,75,217640,False,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,4,dance
Princesas,47.19,1319,0,https://open.spotify.com/track/3hlWUNjAlbZ6nOjAbrivBv,3hlWUNjAlbZ6nOjAbrivBv,104174,Pereza,Animales,Princesas,65,217000,False,0.683,0.846,7,-3.551,1,0.0422,0.0634,0.0,0.346,0.706,131.884,4,spanish
"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",47.16,5854,3,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS,2gug6MRv4xQFYi9LA3PJCS,70033,Eric Chou,"愛,教會我們的事","你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",65,287306,False,0.439,0.477,10,-5.638,1,0.0307,0.643,0.0,0.114,0.535,159.819,4,mandopop
